,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long
20220,588000.0,4,2.5,3060,7710,2.0,0.0,0.0,3,9,98059,47.4828,-122.13600000000001
20222,749000.0,3,2.75,2820,5348,2.0,0.0,0.0,3,9,98052,47.7073,-122.118
20223,720000.0,5,3.5,4140,7642,2.0,0.0,0.0,3,8,98075,47.591,-122.008
20224,250000.0,2,1.5,982,846,2.0,0.0,0.0,3,8,98133,47.7034,-122.345
20225,790000.0,3,2.75,2460,3600,2.0,0.0,0.0,3,9,98029,47.5409,-121.994
20226,392440.0,4,2.5,2547,4800,2.0,0.0,0.0,3,9,98092,47.2592,-122.194
20227,280000.0,4,2.25,1834,7460,2.0,0.0,0.0,3,8,98042,47.3568,-122.163
20228,1330000.0,4,4.5,3130,5126,3.0,0.0,0.0,3,10,98112,47.6239,-122.29
20229,649000.0,4,2.5,2730,4847,2.0,0.0,0.0,3,9,98126,47.549,-122.374
20230,457000.0,2,2.5,1380,1329,2.0,0.0,0.0,3,8,98117,47.6903,-122.37
20231,2230000.0,4,4.25,4700,10800,2.0,0.0,1.0,3,11,98033,47.6882,-122.214
20233,329780.0,3,2.5,1730,3600,2.0,0.0,0.0,3,8,98146,47.5014,-122.34
20234,1050000.0,2,2.5,2350,2390,3.0,0.0,2.0,3,10,98144,47.5999,-122.286
20235,771005.0,5,4.5,4000,6713,2.0,0.0,0.0,3,9,98024,47.5254,-121.88600000000001
20236,1300000.0,3,2.5,3350,7752,1.0,0.0,0.0,3,9,98008,47.6263,-122.09899999999999
20237,607500.0,3,3.25,1530,1612,3.0,0.0,0.0,3,8,98107,47.6706,-122.37799999999999
20238,278000.0,2,2.25,1610,1968,2.0,0.0,0.0,4,7,98056,47.5184,-122.196
20239,475000.0,4,2.75,2620,6178,2.0,0.0,0.0,3,8,98045,47.4823,-121.771
20240,270000.0,3,2.0,1300,1920,2.0,0.0,0.0,3,8,98126,47.5183,-122.376
20241,1300000.0,4,3.5,3590,5334,2.0,0.0,2.0,3,9,98115,47.6763,-122.26700000000001
20242,778983.0,4,2.5,2490,5647,2.0,0.0,0.0,3,8,98052,47.7043,-122.11399999999999
20243,221000.0,3,2.5,1320,1780,2.0,0.0,0.0,3,7,98118,47.528,-122.26899999999999
20244,338800.0,4,2.25,1800,2752,2.0,0.0,0.0,3,8,98106,47.5165,-122.346
20245,834995.0,5,1.5,3360,5225,2.0,0.0,0.0,3,9,98074,47.6072,-122.053
20246,550000.0,4,2.5,3220,9328,2.0,0.0,0.0,3,8,98019,47.7273,-121.958
20247,575000.0,3,3.5,2514,1559,2.0,0.0,0.0,3,8,98034,47.7044,-122.209
20248,649000.0,4,2.75,3130,9711,2.0,0.0,0.0,3,9,98059,47.4823,-122.124
20249,545000.0,4,2.5,2720,4738,2.0,0.0,0.0,3,8,98065,47.515,-121.869
20250,625000.0,2,2.25,1390,916,2.0,0.0,0.0,3,8,98122,47.6168,-122.314
20251,1040000.0,4,4.5,4920,270236,2.0,0.0,3.0,3,10,98045,47.4695,-121.775
20253,300000.0,3,2.5,1741,5701,2.0,0.0,0.0,3,8,98030,47.379,-122.184
20254,577000.0,3,2.5,2560,5238,2.0,0.0,0.0,3,8,98053,47.6887,-122.04
20255,349990.0,4,2.5,2220,3561,2.0,0.0,0.0,3,8,98038,47.3561,-122.06299999999999
20256,650000.0,3,2.5,1910,4363,2.0,0.0,0.0,3,9,98029,47.5482,-121.99600000000001
20257,378000.0,2,1.5,980,853,2.0,0.0,0.0,3,7,98144,47.5925,-122.295
20258,313200.0,3,2.5,1950,4197,2.0,0.0,0.0,3,7,98042,47.3613,-122.081
20259,1210000.0,5,4.25,4150,12015,2.0,0.0,0.0,3,10,98075,47.5816,-122.021
20262,803100.0,4,2.5,3310,5404,2.0,0.0,0.0,3,9,98052,47.6635,-122.083
20263,415000.0,4,2.5,2020,5501,2.0,0.0,0.0,3,7,98059,47.4937,-122.15
20264,785000.0,4,3.5,3310,4850,2.0,0.0,0.0,3,9,98053,47.6954,-122.022
20265,499950.0,4,2.5,2798,4473,2.0,0.0,0.0,3,9,98055,47.4295,-122.205
20267,380000.0,4,2.5,2420,4981,2.0,0.0,0.0,3,9,98038,47.3785,-122.023
20268,345000.0,4,2.5,2020,3600,2.0,0.0,0.0,3,7,98038,47.3535,-122.01700000000001
20269,456500.0,4,2.5,2400,6811,2.0,0.0,0.0,3,8,98059,47.4959,-122.15
20270,382495.0,3,2.5,1760,5390,1.0,0.0,0.0,3,8,98038,47.3482,-122.042
20271,324950.0,4,2.5,2110,4178,2.0,0.0,0.0,3,7,98042,47.3612,-122.081
20272,436472.0,4,2.5,2692,8392,2.0,0.0,0.0,3,9,98030,47.3519,-122.197
20273,365250.0,3,2.25,1490,4522,2.0,0.0,0.0,3,7,98028,47.7611,-122.23299999999999
20274,919990.0,5,3.25,3960,6352,2.0,0.0,0.0,3,10,98075,47.5806,-122.055
20275,316475.0,4,2.5,1740,4642,2.0,0.0,0.0,3,7,98042,47.3686,-122.117
20276,425000.0,4,2.5,1940,4517,1.0,0.0,0.0,3,8,98028,47.776,-122.26
20277,302860.0,2,1.0,970,3279,2.0,0.0,0.0,3,7,98136,47.5469,-122.383
20278,298000.0,3,2.5,1852,4000,2.0,0.0,0.0,3,7,98002,47.3455,-122.21
20279,3200000.0,4,4.0,4810,18851,2.0,0.0,3.0,3,11,98004,47.6364,-122.214
20281,333000.0,3,2.5,1520,3041,2.0,0.0,0.0,3,7,98059,47.4874,-122.152
20282,289950.0,3,2.5,2099,4275,2.0,0.0,0.0,3,7,98002,47.3521,-122.211
20283,419950.0,3,2.25,1250,811,3.0,0.0,0.0,3,8,98136,47.5419,-122.38799999999999
20284,306000.0,2,1.5,1090,1183,3.0,0.0,0.0,3,8,98103,47.6974,-122.34899999999999
20285,498445.0,4,2.5,3216,5902,2.0,0.0,0.0,3,9,98030,47.3425,-122.179
20286,775950.0,4,2.5,2970,4400,2.0,0.0,0.0,3,8,98052,47.705,-122.11399999999999
20287,605000.0,3,2.5,2610,6405,2.0,0.0,0.0,3,8,98065,47.5373,-121.874
20288,520000.0,2,1.75,1340,1368,2.0,0.0,0.0,3,7,98122,47.618,-122.311
20289,849990.0,4,2.75,3300,4987,2.0,0.0,0.0,3,9,98074,47.6175,-122.056
20291,665000.0,3,2.25,1590,929,2.0,0.0,0.0,3,9,98122,47.6172,-122.31
20292,525000.0,2,2.75,1310,1268,3.5,0.0,0.0,3,8,98103,47.6534,-122.355
20293,870515.0,4,3.5,3600,5697,2.0,0.0,0.0,3,9,98075,47.5755,-122.071
20295,500000.0,3,1.75,1530,825,3.0,0.0,0.0,3,8,98144,47.5929,-122.30799999999999
20296,399950.0,3,2.25,1360,1041,2.0,0.0,0.0,3,8,98117,47.6925,-122.375
20297,305000.0,3,2.5,1320,2480,2.0,0.0,0.0,3,7,98118,47.536,-122.28399999999999
20298,255000.0,4,2.5,1660,6724,2.0,0.0,0.0,3,7,98001,47.25899999999999,-122.256
20299,415000.0,4,2.5,2891,6499,2.0,0.0,0.0,3,9,98001,47.3359,-122.257
20300,716500.0,3,2.5,2340,2155,2.0,0.0,0.0,3,10,98027,47.53,-122.073
20301,425000.0,3,2.5,2320,2267,3.0,0.0,0.0,3,8,98177,47.7027,-122.359
20303,324747.0,3,2.5,2060,4742,2.0,0.0,0.0,3,8,98038,47.3706,-122.01700000000001
20304,385000.0,3,2.5,1740,4145,2.0,0.0,0.0,3,7,98053,47.6875,-122.015
20305,270000.0,3,2.25,1400,3825,2.0,0.0,0.0,3,7,98042,47.3596,-122.08200000000001
20306,1240000.0,5,4.0,4410,14380,2.0,0.0,0.0,3,11,98052,47.6463,-122.12100000000001
20307,672000.0,3,2.5,1780,1647,2.0,0.0,0.0,3,8,98103,47.6597,-122.355
20308,310000.0,3,2.5,1760,10137,2.0,0.0,0.0,3,8,98038,47.355,-122.059
20309,3000000.0,3,3.5,4410,10756,2.0,1.0,4.0,3,11,98056,47.5283,-122.205
20311,427000.0,3,2.5,2432,9391,2.0,0.0,2.0,3,9,98001,47.3453,-122.26700000000001
20312,389950.0,3,2.5,2283,3996,2.0,0.0,0.0,3,8,98031,47.4221,-122.19200000000001
20313,309620.0,3,2.5,1860,3730,2.0,0.0,0.0,3,8,98019,47.7442,-121.984
20314,399895.0,4,2.5,2701,4500,2.0,0.0,0.0,3,9,98092,47.2586,-122.194
20315,442515.0,4,2.5,2930,4875,2.0,0.0,0.0,3,9,98030,47.3421,-122.179
20316,375000.0,3,2.25,1540,1561,3.0,0.0,0.0,3,8,98103,47.6991,-122.346
20317,309780.0,3,2.5,2242,4500,2.0,0.0,0.0,3,8,98092,47.2583,-122.198
20318,425000.0,3,2.5,1950,4345,2.0,0.0,0.0,3,7,98065,47.5202,-121.87299999999999
20319,405000.0,2,3.0,1160,1073,2.0,0.0,0.0,3,7,98144,47.5788,-122.315
20320,356250.0,3,2.5,2060,5115,2.0,0.0,0.0,3,9,98092,47.3261,-122.163
20321,550000.0,3,2.25,1230,875,3.0,0.0,0.0,3,8,98199,47.6521,-122.4
20322,340000.0,2,1.5,1160,1438,2.0,0.0,0.0,3,7,98144,47.5917,-122.295
20323,362865.0,4,2.5,2245,4301,2.0,0.0,0.0,3,8,98038,47.3555,-122.06299999999999
20324,1360000.0,4,3.5,4120,12626,2.0,0.0,1.0,3,11,98034,47.7089,-122.245
20326,1600000.0,5,3.75,4270,7500,2.0,0.0,0.0,3,10,98033,47.6845,-122.20700000000001
20328,1210000.0,5,3.5,3220,8000,2.0,0.0,0.0,3,9,98033,47.6834,-122.2
20329,1390000.0,4,3.5,4010,15365,2.0,0.0,1.0,3,11,98027,47.5528,-122.09299999999999
20330,400200.0,4,3.5,2260,30250,2.0,0.0,0.0,3,7,98188,47.4493,-122.281
20331,235000.0,2,1.0,1140,1730,1.5,0.0,0.0,3,8,98126,47.5494,-122.37200000000001
20332,349950.0,3,2.0,1640,4714,1.0,0.0,0.0,3,8,98038,47.3539,-122.021
20333,659950.0,4,2.75,3510,9400,2.0,0.0,0.0,3,9,98059,47.4827,-122.131
20334,785000.0,3,2.75,3010,1842,2.0,0.0,0.0,3,9,98075,47.5836,-121.994
20335,475000.0,2,2.25,1060,925,2.0,0.0,0.0,3,8,98199,47.6386,-122.38799999999999
20336,263900.0,3,2.5,1658,2700,2.0,0.0,0.0,3,8,98198,47.3667,-122.307
20337,342000.0,3,2.5,1960,3540,2.0,0.0,0.0,3,8,98038,47.3568,-122.055
20338,367899.0,3,2.5,2420,4725,2.0,0.0,0.0,3,8,98038,47.371,-122.01799999999999
20341,879950.0,4,2.75,3020,7203,2.0,0.0,0.0,3,9,98033,47.6948,-122.178
20343,279000.0,4,2.5,2009,4800,2.0,0.0,0.0,3,8,98092,47.2586,-122.2
20344,255000.0,3,2.5,1530,1116,2.5,0.0,0.0,3,7,98028,47.7385,-122.25
20345,609500.0,3,1.75,1590,1113,3.0,0.0,0.0,3,8,98107,47.6691,-122.402
20346,420000.0,5,3.0,2630,3149,2.0,0.0,0.0,3,8,98056,47.5065,-122.171
20347,570000.0,4,2.5,3230,7187,2.0,0.0,0.0,3,9,98059,47.4995,-122.15
20348,439000.0,3,2.25,1430,2343,2.0,0.0,0.0,3,8,98108,47.5648,-122.294
20349,310000.0,3,2.5,2242,5744,2.0,0.0,0.0,3,8,98092,47.2597,-122.199
20350,635000.0,4,2.5,2500,4000,2.0,0.0,0.0,3,8,98144,47.5902,-122.311
20351,399950.0,3,2.5,1230,922,2.0,0.0,0.0,3,8,98199,47.6518,-122.384
20352,805000.0,4,2.5,3020,3600,2.5,0.0,0.0,3,9,98029,47.5407,-121.993
20353,1800000.0,4,3.5,3480,4000,2.0,0.0,0.0,3,9,98112,47.6356,-122.281
20355,745000.0,4,2.5,3400,4840,2.0,0.0,0.0,3,10,98059,47.5066,-122.146
20357,588000.0,5,3.0,3110,4464,2.0,0.0,0.0,3,8,98011,47.7719,-122.16799999999999
20358,494815.0,3,2.5,1910,2091,2.0,0.0,0.0,3,8,98029,47.5445,-122.01299999999999
20359,591975.0,3,2.75,3230,5250,2.0,0.0,0.0,3,9,98065,47.5196,-121.87799999999999
20360,600000.0,5,2.75,3380,8179,2.0,0.0,0.0,3,9,98059,47.4827,-122.135
20361,673000.0,3,2.75,2830,3496,2.0,0.0,0.0,3,8,98029,47.5606,-122.01100000000001
20364,500000.0,3,2.25,1530,1396,2.0,0.0,0.0,3,8,98107,47.666000000000004,-122.367
20365,890000.0,4,4.25,4420,5750,2.0,0.0,0.0,3,10,98027,47.5404,-122.073
20366,437000.0,3,3.0,1460,1180,3.0,0.0,0.0,3,8,98117,47.6998,-122.367
20367,419700.0,3,2.25,1450,1486,2.0,0.0,0.0,3,8,98116,47.5694,-122.387
20368,394000.0,3,2.0,1160,3441,1.0,0.0,0.0,4,6,98136,47.5314,-122.39200000000001
20369,342000.0,3,2.0,1640,4802,1.0,0.0,0.0,3,8,98038,47.3538,-122.021
20370,420000.0,3,1.75,1444,249126,1.5,0.0,0.0,3,7,98070,47.4104,-122.486
20371,580000.0,3,2.5,1620,1173,3.0,0.0,4.0,3,8,98103,47.6681,-122.355
20373,390000.0,2,1.5,1340,1402,2.0,0.0,0.0,3,8,98144,47.588,-122.304
20374,274000.0,3,1.5,1450,4694,2.0,0.0,0.0,3,7,98038,47.3654,-122.021
20375,700000.0,4,2.5,3040,7200,2.0,0.0,0.0,3,9,98177,47.7747,-122.366
20376,838000.0,4,2.5,2560,7210,2.0,0.0,0.0,3,9,98136,47.5535,-122.395
20377,300000.0,6,3.0,2744,9926,2.0,0.0,0.0,3,7,98002,47.2773,-122.21600000000001
20378,467000.0,3,2.25,1420,990,3.0,0.0,0.0,3,8,98103,47.6801,-122.348
20379,395000.0,2,1.0,700,7457,1.0,0.0,0.0,3,6,98108,47.5348,-122.295
20381,480000.0,5,2.75,2670,4780,2.0,0.0,0.0,3,8,98059,47.4866,-122.155
20382,539000.0,3,2.75,2130,1400,2.0,0.0,0.0,3,9,98118,47.5661,-122.29
20383,459950.0,5,2.75,3078,6371,2.0,0.0,0.0,3,9,98042,47.3587,-122.163
20384,306500.0,2,1.0,840,892,2.0,0.0,0.0,3,7,98136,47.5396,-122.387
20385,408474.0,3,2.5,1800,2731,2.0,0.0,0.0,3,8,98065,47.5342,-121.84100000000001
20387,160797.0,3,1.5,1270,2356,2.0,0.0,0.0,3,7,98108,47.5671,-122.29799999999999
20388,729000.0,4,3.5,3065,5440,3.0,0.0,0.0,3,9,98056,47.523999999999994,-122.2
20389,499000.0,3,2.5,1861,1587,2.0,0.0,0.0,3,8,98034,47.7043,-122.209
20390,359950.0,4,2.75,2260,5705,2.0,0.0,0.0,3,8,98042,47.3726,-122.15899999999999
20391,929000.0,5,3.25,4150,7100,2.0,0.0,0.0,3,10,98074,47.6026,-122.06
20392,529950.0,2,2.5,1500,1174,2.0,0.0,0.0,3,8,98107,47.6689,-122.363
20393,461000.0,3,2.25,1620,998,2.5,0.0,0.0,3,8,98027,47.5394,-122.027
20394,271115.0,2,1.5,830,1325,2.0,0.0,0.0,3,7,98136,47.5472,-122.384
20395,653000.0,4,2.5,3120,5137,2.0,0.0,0.0,3,7,98053,47.6842,-122.04
20396,565000.0,3,2.5,1870,1058,3.0,0.0,0.0,3,8,98103,47.6512,-122.345
20397,529950.0,3,2.25,1240,1250,3.0,0.0,0.0,3,8,98107,47.6748,-122.37700000000001
20398,585000.0,4,2.5,2820,5612,2.0,0.0,0.0,3,9,98028,47.7477,-122.236
20400,267000.0,3,2.25,1584,2800,2.0,0.0,0.0,3,7,98002,47.3454,-122.214
20401,557000.0,4,2.5,2840,4500,2.0,0.0,0.0,3,8,98028,47.7678,-122.23700000000001
20402,709950.0,4,3.25,3910,6293,2.0,0.0,0.0,3,9,98065,47.5389,-121.86
20403,625000.0,3,2.5,1730,1301,3.0,0.0,0.0,3,9,98103,47.653,-122.352
20404,599000.0,3,2.75,1840,2060,2.0,0.0,0.0,3,10,98027,47.53,-122.073
20405,920000.0,4,3.75,4030,503989,2.0,0.0,0.0,3,10,98045,47.4807,-121.795
20406,1290000.0,4,3.5,3440,3800,3.0,0.0,0.0,3,9,98112,47.6408,-122.307
20408,471500.0,3,2.5,2430,5866,2.0,0.0,0.0,3,7,98065,47.5158,-121.87100000000001
20409,1020000.0,4,3.75,4690,207141,2.0,0.0,0.0,3,10,98019,47.7072,-121.98299999999999
20410,998000.0,4,3.5,3500,43560,2.0,0.0,0.0,3,9,98006,47.5481,-122.103
20411,262000.0,4,2.5,2070,8685,2.0,0.0,0.0,3,7,98188,47.4697,-122.26700000000001
20412,844000.0,4,3.5,3350,6350,2.0,0.0,2.0,3,8,98116,47.5602,-122.39
20413,745641.0,4,2.5,2440,4850,2.0,0.0,0.0,3,8,98052,47.7043,-122.11399999999999
20414,659950.0,5,3.0,3010,7357,2.0,0.0,0.0,3,9,98133,47.7226,-122.33
20415,339989.0,3,2.5,2060,4200,2.0,0.0,0.0,3,8,98038,47.3706,-122.01799999999999
20416,352500.0,2,2.5,1570,2399,2.0,0.0,0.0,3,7,98106,47.5488,-122.36399999999999
20417,525000.0,3,2.5,1580,1161,2.0,0.0,0.0,3,8,98112,47.6206,-122.29899999999999
20418,1140000.0,5,3.5,4280,6530,2.0,0.0,3.0,3,10,98075,47.5941,-121.973
20419,491000.0,5,3.5,2815,4900,2.0,0.0,0.0,3,9,98030,47.3424,-122.179
20420,675000.0,4,2.5,2620,6114,2.0,0.0,0.0,3,9,98029,47.5603,-122.01299999999999
20421,344000.0,3,2.25,1250,1033,3.0,0.0,0.0,3,8,98103,47.6907,-122.34299999999999
20422,530000.0,4,2.5,3250,4500,2.0,0.0,0.0,3,8,98059,47.4944,-122.15
20423,290500.0,4,3.25,2510,7686,2.0,0.0,0.0,3,9,98055,47.4785,-122.228
20425,3000000.0,5,4.0,6670,16481,2.0,0.0,0.0,3,12,98004,47.6409,-122.221
20426,379000.0,3,2.5,1580,3075,2.0,0.0,0.0,3,8,98126,47.545,-122.368
20427,385000.0,3,1.5,1360,2030,3.0,0.0,0.0,3,8,98103,47.6961,-122.34899999999999
20428,500012.0,4,2.5,2400,9612,1.0,0.0,0.0,3,8,98059,47.4799,-122.12700000000001
20429,366750.0,3,3.0,1571,2017,3.0,0.0,0.0,3,8,98125,47.7338,-122.309
20430,405000.0,2,2.0,1405,1073,2.0,0.0,0.0,3,8,98122,47.611999999999995,-122.295
20432,590000.0,2,2.5,1450,1281,2.0,0.0,0.0,3,8,98105,47.665,-122.285
20433,294000.0,3,1.75,1420,1361,2.0,0.0,0.0,3,7,98108,47.5684,-122.314
20434,731500.0,4,2.5,2650,4644,2.0,0.0,0.0,3,8,98053,47.6945,-122.01799999999999
20435,837219.0,5,2.75,3030,7679,2.0,0.0,0.0,3,9,98074,47.593,-122.057
20436,1600000.0,4,5.5,6530,871200,2.0,0.0,2.0,3,11,98014,47.663999999999994,-121.87799999999999
20438,482500.0,2,2.5,1170,809,2.0,0.0,0.0,3,9,98103,47.6875,-122.339
20439,820000.0,4,2.5,3260,26772,2.0,0.0,0.0,3,9,98027,47.5115,-122.031
20440,319000.0,3,1.5,1480,1722,3.0,0.0,0.0,3,7,98125,47.728,-122.292
20442,1270000.0,4,3.5,4640,13404,2.0,0.0,0.0,3,10,98059,47.53100000000001,-122.134
20444,3350000.0,5,3.75,5350,15360,1.0,0.0,1.0,3,11,98004,47.648,-122.21799999999999
20446,345000.0,2,1.75,1030,1106,2.0,0.0,0.0,3,7,98136,47.5397,-122.387
20447,510000.0,3,2.5,2730,7136,2.0,0.0,0.0,3,8,98198,47.3938,-122.321
20449,650000.0,4,2.5,3160,8530,2.0,0.0,0.0,3,9,98059,47.5075,-122.148
20450,750000.0,4,2.5,2850,12429,2.0,0.0,0.0,3,9,98033,47.6915,-122.177
20451,870000.0,4,3.5,2780,3100,2.0,0.0,0.0,3,8,98117,47.6886,-122.36399999999999
20452,900000.0,4,3.5,3860,6543,2.0,0.0,0.0,3,10,98075,47.5934,-121.97399999999999
20453,664950.0,2,1.75,1180,900,2.0,0.0,0.0,3,10,98102,47.6395,-122.329
20454,391000.0,3,2.25,1410,1290,2.0,0.0,0.0,3,7,98027,47.5345,-122.069
20455,1800000.0,4,3.5,6370,205603,2.0,0.0,0.0,3,12,98027,47.5016,-121.905
20456,479349.0,5,3.0,3223,6371,2.0,0.0,0.0,3,9,98042,47.3584,-122.163
20457,661000.0,4,3.25,2600,2074,2.0,0.0,0.0,3,8,98027,47.5402,-122.02799999999999
20458,379000.0,3,3.25,1380,1234,3.0,0.0,0.0,3,8,98103,47.6935,-122.34200000000001
20459,415000.0,3,2.25,1620,998,2.5,0.0,0.0,3,8,98027,47.5401,-122.027
20460,375000.0,3,3.25,1370,1227,3.0,0.0,0.0,3,8,98103,47.6964,-122.34100000000001
20461,355000.0,3,2.0,1220,1186,3.0,0.0,0.0,3,8,98103,47.6972,-122.34100000000001
20462,540000.0,3,2.5,1280,1889,3.0,0.0,0.0,3,8,98105,47.6619,-122.324
20463,290000.0,2,1.5,770,850,2.0,0.0,0.0,3,7,98116,47.5644,-122.38799999999999
20464,500000.0,3,2.5,1210,1200,3.0,0.0,0.0,3,8,98103,47.6543,-122.345
20465,416000.0,4,2.5,2890,6322,2.0,0.0,0.0,3,8,98038,47.3494,-122.044
20466,349900.0,3,2.5,1580,2765,2.0,0.0,0.0,3,8,98126,47.5444,-122.369
20467,465000.0,3,2.25,1530,1245,2.0,0.0,0.0,3,9,98122,47.6018,-122.29700000000001
20468,950000.0,4,2.5,3670,7680,2.5,0.0,0.0,3,10,98029,47.5401,-121.993
20469,496800.0,4,2.25,1850,2340,2.5,0.0,0.0,3,8,98126,47.543,-122.37200000000001
20470,680000.0,4,2.5,2440,6581,2.0,0.0,0.0,3,8,98133,47.7321,-122.334
20471,920000.0,4,3.25,2190,4265,2.0,0.0,0.0,3,9,98122,47.6178,-122.29
20472,1290000.0,5,4.0,4360,8030,2.0,0.0,0.0,3,10,98075,47.5923,-121.973
20473,825000.0,4,2.75,3990,6637,2.0,0.0,0.0,3,9,98053,47.6835,-122.045
20474,292000.0,3,2.5,1270,1283,3.0,0.0,0.0,3,7,98125,47.7209,-122.291
20476,670000.0,2,2.0,1500,761,3.0,0.0,3.0,3,8,98103,47.6522,-122.346
20477,953007.0,4,3.5,3120,5086,2.0,0.0,0.0,3,9,98115,47.6762,-122.288
20478,399000.0,4,2.5,2480,4334,2.0,0.0,0.0,3,8,98038,47.3826,-122.036
20479,399000.0,2,2.0,1110,1155,3.0,0.0,0.0,3,7,98136,47.5496,-122.38799999999999
20480,847093.0,4,2.75,2760,5670,2.0,0.0,0.0,3,10,98075,47.5819,-122.04700000000001
20481,599950.0,3,2.5,1510,1493,3.0,0.0,0.0,3,8,98107,47.669,-122.402
20482,499000.0,3,2.5,1460,1614,2.0,0.0,0.0,3,8,98117,47.6781,-122.374
20483,760000.0,4,2.75,3980,285318,2.0,0.0,2.0,3,9,98045,47.4803,-121.795
20484,1700000.0,4,3.75,3320,8234,2.0,0.0,0.0,3,10,98004,47.5963,-122.2
20485,1030000.0,4,3.25,3270,5187,2.0,0.0,0.0,3,9,98052,47.6966,-122.133
20486,515000.0,4,2.5,2670,8765,2.0,0.0,0.0,3,9,98059,47.4876,-122.146
20487,355000.0,3,2.25,1410,1332,2.0,0.0,0.0,3,7,98027,47.5345,-122.069
20488,319900.0,4,2.75,2475,4000,2.0,0.0,0.0,3,7,98002,47.3452,-122.21
20489,460000.0,3,3.5,1600,1431,2.0,0.0,0.0,3,8,98117,47.6865,-122.363
20490,305000.0,2,1.0,1290,3383,2.0,0.0,0.0,3,7,98053,47.6968,-122.025
20491,280000.0,3,2.5,1608,4818,2.0,0.0,0.0,3,8,98092,47.2583,-122.20299999999999
20493,382000.0,4,3.5,2530,3000,2.0,0.0,0.0,3,8,98146,47.4919,-122.336
20494,560000.0,3,2.5,1390,1411,3.0,0.0,0.0,3,8,98103,47.6485,-122.334
20495,772000.0,3,2.25,1640,1204,3.0,0.0,0.0,3,8,98112,47.6196,-122.29700000000001
20496,324950.0,4,2.5,2229,5723,2.0,0.0,0.0,3,7,98032,47.3693,-122.286
20497,530000.0,3,2.5,1790,3078,2.0,0.0,0.0,3,8,98027,47.5638,-122.094
20498,384000.0,3,2.25,990,736,2.5,0.0,0.0,3,8,98105,47.6605,-122.319
20499,719950.0,5,2.75,3240,6863,2.0,0.0,0.0,3,10,98056,47.5033,-122.193
20500,319950.0,2,2.5,1280,819,2.0,0.0,0.0,3,8,98103,47.6905,-122.36399999999999
20501,292000.0,3,2.5,1610,3848,2.0,0.0,0.0,3,8,98055,47.4497,-122.18799999999999
20502,1500000.0,6,3.5,3670,3959,2.0,0.0,0.0,3,10,98119,47.6356,-122.37299999999999
20503,425000.0,2,2.5,1150,1027,3.0,0.0,0.0,3,8,98103,47.6534,-122.35600000000001
20504,799950.0,5,3.75,3760,4702,2.0,0.0,0.0,3,9,98034,47.7202,-122.223
20505,499000.0,2,2.5,1320,1157,2.0,0.0,0.0,3,8,98107,47.6689,-122.363
20506,572000.0,4,2.75,2700,7992,2.0,0.0,0.0,3,9,98059,47.4831,-122.135
20507,459000.0,2,2.0,1480,804,3.0,0.0,0.0,3,8,98122,47.602,-122.30799999999999
20508,529500.0,3,2.25,1410,905,3.0,0.0,0.0,3,9,98116,47.5818,-122.402
20509,374500.0,4,2.5,3135,5811,2.0,0.0,0.0,3,9,98092,47.3263,-122.18
20511,1900000.0,4,4.5,4020,9656,2.0,0.0,0.0,3,10,98004,47.6358,-122.20700000000001
20512,505000.0,2,2.25,1060,1209,2.0,0.0,0.0,3,8,98102,47.6369,-122.32700000000001
20513,565000.0,2,2.5,1950,2457,3.0,0.0,0.0,3,8,98144,47.5925,-122.302
20514,799000.0,4,2.75,3340,5677,2.0,0.0,0.0,3,9,98052,47.708999999999996,-122.118
20515,547000.0,3,2.5,1570,1452,2.5,0.0,0.0,3,9,98199,47.648,-122.396
20516,550000.0,3,2.5,1930,6604,2.0,0.0,0.0,3,7,98166,47.4692,-122.351
20517,250000.0,3,2.0,1590,8100,1.0,0.0,0.0,3,7,98038,47.3611,-122.04700000000001
20518,960000.0,4,4.5,3720,7746,2.0,0.0,0.0,3,10,98034,47.7323,-122.165
20519,2950000.0,4,4.25,4470,5884,2.0,0.0,1.0,3,11,98199,47.6387,-122.405
20520,441000.0,2,1.0,1290,1289,2.0,0.0,0.0,3,7,98144,47.6006,-122.305
20521,265000.0,3,2.25,1489,2800,2.0,0.0,0.0,3,7,98002,47.3454,-122.214
20522,430000.0,3,2.5,2075,39553,1.0,0.0,0.0,3,7,98038,47.3601,-122.03200000000001
20523,286800.0,3,2.5,1413,3600,2.0,0.0,0.0,3,8,98031,47.4222,-122.193
20524,375000.0,3,2.5,1300,1362,2.0,0.0,0.0,3,8,98144,47.5893,-122.31700000000001
20525,312500.0,3,3.25,1480,983,2.0,0.0,0.0,3,8,98106,47.5555,-122.363
20527,390500.0,3,2.25,1530,1279,2.0,0.0,0.0,3,7,98177,47.7035,-122.35700000000001
20529,455000.0,2,2.0,1190,1303,2.0,0.0,0.0,3,8,98107,47.6675,-122.368
20531,362500.0,3,3.5,1710,2212,2.0,0.0,0.0,3,7,98126,47.5459,-122.368
20533,540000.0,4,3.5,3510,6005,2.0,0.0,0.0,3,8,98065,47.5168,-121.87
20534,230000.0,3,1.75,1140,1165,2.0,0.0,0.0,3,8,98108,47.5638,-122.295
20535,425000.0,2,2.5,1320,1329,2.0,0.0,0.0,3,8,98107,47.6728,-122.374
20536,298450.0,5,3.0,2100,9752,1.0,0.0,0.0,3,8,98003,47.3341,-122.304
